,text,label,tweets
647,ja de er ret almindelige som kæledyr i australien vejer ca til kg lugter stort set ikke og larmer næsten ikke pånær hvis du har hårde gulve så klikker deres ben lidt med gulvet men det vænner man sig hurtigt til,neutral,ret almindelige kæledyr australien vejer ca kg lugter stort set larmer pånær hårde gulve klikker ben gulvet vænner hurtigt
648,hvad med den her stå vagt til kræmmermarked på bellahøj for at skaffe midler til ungdomsafdelingen i min søns håndboldklub,neutral,stå vagt kræmmermarked bellahøj skaffe midler ungdomsafdelingen søns håndboldklub
649,bedre sent end aldrig fristes man til at sige omfattende snyd og fejl i vores selskabssystem siger erhvervsstyrelsen nu åbent efter de første kontroller er påbegyndt dkpol må være overrasket dkbiz link link,neutral,bedre sent fristes omfattende snyd fejl selskabssystem siger erhvervsstyrelsen åbent første kontroller påbegyndt dkpol overrasket dkbiz
650,tak for jeres mange gode tips til de bedste børnespil til telefon og tablet især til og hvis anbefalinger fandt vej til guiden link,positive,tak gode tips bedste børnespil telefon tablet især anbefalinger fandt vej guiden
651,viacom letter på aftale med at amp t og topper s amp p indekset link,positive,viacom letter aftale amp t topper s amp p indekset
652,det er en thomas helmig reference der varmer ikke,negative,thomas helmig reference varmer
653,kaj blev rost for sin grundighed dette er en plus artikel link,neutral,kaj rost grundighed plus artikel
654,pct af danskerne siger at medlemskabet af eu er en god ting mens kun pct siger en dårlig ting det er den stærkeste opbakning siden vi kom med i det europæiske samarbejde i link dkpol eudk ep dk link,positive,pct danskerne siger medlemskabet eu ting pct siger dårlig ting stærkeste opbakning europæiske samarbejde dkpol eudk ep dk
655,der er ikke brug for mere end mand og måske en medhjælper til at holde kameraet for at vise at den islamiske bosætterbevægelse som politikerne så ivrigt har givet plads til for at splitte den danske befolkning så det blev lettere at hundse rundt med den,negative,brug medhjælper holde kameraet vise islamiske bosætterbevægelse politikerne ivrigt givet plads splitte danske befolkning lettere hundse rundt
656,twitterhjerne søger to håndbold interesseret som har lyst til at medvirke i en podcast for at debattere det brev som flere håndboldstjerner inklusiv mikkel hansen har sendt ind til ihf,neutral,twitterhjerne søger håndbold interesseret lyst medvirke podcast debattere brev håndboldstjerner inklusiv mikkel hansen sendt ihf
657,vi har hørt meget om to nye i dkmedier de sidste par dage nu er de endelig landet også på a eren vi er stolte over at løfte arven videre efter cphzoo legendariske slange bus hold øje med pandabussen og se de sort hvide charmetrolde i zoo fra april link,positive,hørt nye dkmedier sidste par dage endelig landet a eren stolte løfte arven videre cphzoo legendariske slange bus hold øje pandabussen sort hvide charmetrolde zoo april
658,venzuela er rigt på olie men kan ikke få samfundet til at fungere pga en form for uduelig socialisme desværre viser historien at amerikansk imperialisme er nærmest endnu værre kunne landet blot finde en gylden middelvej og gå en lys fremtid i møde,negative,venzuela rigt olie samfundet fungere pga form uduelig socialisme desværre viser historien amerikansk imperialisme nærmest værre landet blot finde gylden middelvej gå lys fremtid møde
659,hej fair nok man ska se en reklame inden en video på jeres gratis site men når i afbryder et klip på under min for at vise min reklamer så mister i en bruger hva med at gøre indh lettere tilgængeligt for de der allerede betaler for jeres tv kanaler dkmedier,negative,fair ska reklame inden video gratis site afbryder klip vise reklamer mister bruger hva indh lettere tilgængeligt betaler tv kanaler dkmedier
660,apple lancerer netflix konkurrent til marts link link,neutral,apple lancerer netflix konkurrent marts
661,te falt carajo,neutral,te falt carajo
662,det måtte jo komme så ikke den største overraskelse men derfor kan jo godt gøre ondt når lige når man får nyheden han er medlem af en lille eksklusiv klub af helt specielle kbh spillere den lille eksklusive klub vil han være livstidsmedlem af fcklive link,positive,måtte største overraskelse ondt nyheden medlem eksklusiv klub specielle kbh spillere eksklusive klub livstidsmedlem fcklive
663,her er det regn og c brrrrrrr,negative,regn c brrrrrrr
664,ja det er en fantastisk dag at bruge til den slags propaganda stemantiracistisk,negative,fantastisk dag bruge slags propaganda stemantiracistisk
665,til samfundstaberne de kriminelle og voldelige over politidk debattørerne de fredelige demonstranter og demokratiet r i p det danske samfund pinligt skræmmende dkpol dkmedier,negative,samfundstaberne kriminelle voldelige politidk debattørerne fredelige demonstranter demokratiet r p danske samfund pinligt skræmmende dkpol dkmedier
666,jeg er som sagt enig i at debatten da dk for år siden besluttede ikke at bygge a kraft var for unuanceret men nu synes jeg næsten det omvendt nu er der en tendens til at være pro akraft af idealistiske grunde selvom vi har bedre billigere og sikkere alternativer,neutral,sagt enig debatten dk år besluttede bygge a kraft unuanceret omvendt tendens pro akraft idealistiske grunde bedre billigere sikkere alternativer
667,rt yoooo i made a remix link,neutral,yoooo made a remix
668,når vi nu ikke ved hvornår der er folketingsvalg user kan vi jo meget passende forberede os til den maj hvor vi stemmer om noget der er mindst ligeså vigtigt dennegangstemmerjwg eudk link,negative,folketingsvalg passende forberede maj stemmer ligeså vigtigt dennegangstemmerjwg eudk
669,fordi det ødelægger vores udenrigspolitiske forhold til kina,neutral,ødelægger udenrigspolitiske forhold kina
670,søndag er paris roubaix en helligdag for nørderne som optakt anbefaler jeg denne fine artikel fra på smuk tone hele vejen igennem parisroubaix link,positive,søndag paris roubaix helligdag nørderne optakt anbefaler fine artikel smuk tone hele vejen parisroubaix
671,hvad er der galt med de gode gamle ord bortførelse bortført som vist er mere præcise end kidnapping i den norske sag hvor den kidnappede er år,neutral,galt gode gamle ord bortførelse bortført vist præcise kidnapping norske sag kidnappede år
672,men køer på græs er bedre for klimaet og lur mig om køerne ikke hellere vil gå frit rundt end stå bundet i en stald hvis ydelsen derved falder så må landmændene leve med det,positive,køer græs bedre klimaet lur køerne hellere gå frit rundt stå bundet stald ydelsen falder landmændene leve
673,rt siden hvornår er afbrænding af bøger blevet en kamp for ytringsfriheden dkpol link,negative,afbrænding bøger blevet kamp ytringsfriheden dkpol
674,user har begået nogle virkelig fine videoer der kort og godt viser nogle af de udfordringer personer med handicap kæmper med i danmark anno godt arbejde og tak til de mennesker der fortæller deres historie dkhandicap dkpol link,positive,begået virkelig fine videoer kort viser udfordringer personer handicap kæmper danmark anno arbejde tak mennesker fortæller historie dkhandicap dkpol
675,kunne vi få lidt flere oplysninger hårfarve fx de to formodede gerningsmænd løb fra stedet de beskrives begge som spinkel af bygning centimeter høje og er i alderen år link,negative,oplysninger hårfarve formodede gerningsmænd løb stedet beskrives spinkel bygning centimeter høje alderen år
676,en af fordelene ved at være placeret i svendborg er at man kan fange sin frokost lige uden for døren her er det lasse der forsøger at fange fladfisk kystfiskeri svendborgsund link,positive,fordelene placeret svendborg fange frokost døren lasse forsøger fange fladfisk kystfiskeri svendborgsund
677,kan inte swisha til nordnet i danmark her forlorar i mycket kapital fordi det er så besv rligt at overf ra,negative,inte swisha nordnet danmark forlorar mycket kapital besv rligt overf ra
678,tak for at lytte og de pæne ord,positive,tak lytte pæne ord
679,ja da men synes det er svært at være imod noget der sikrer vigtige kendelser på en simpel og hurtig måde så forstår jeg bedre man er imod var som stadig efterlader debat,positive,svært sikrer vigtige kendelser simpel hurtig måde forstår bedre efterlader debat
680,jeg er kommet til den erkendelse at det faktisk er en fordel at overtage en have som ikke er velholdt alt hvad jeg gør er forbedringer ikke bare ændringer det føles rart,positive,kommet erkendelse faktisk fordel overtage velholdt forbedringer ændringer føles rart
681,bålet der nu giver få unge ballademagere på nørrebro hele skylden hvilken mangel på analysekraft det nødvendige at gøre nu er at blive enige om at det vigtige politiske skel i dk ikke går mellem etniske danskere og udlændinge mellem statsborgere og asylansøgere,negative,bålet giver unge ballademagere nørrebro hele skylden mangel analysekraft nødvendige enige vigtige politiske skel dk går etniske danskere udlændinge statsborgere asylansøgere
682,ja skat på fortjeneste ved salg af ejendom er mere rimelig højere skat ind på indkomst jf at det er en arbejdsfri indtægt,positive,skat fortjeneste salg ejendom rimelig højere skat indkomst jf arbejdsfri indtægt
683,hun er urokkelig i sin umenneskelighed,negative,urokkelig umenneskelighed
684,superliga spørgsmål tager fck det afgørende skridt mod guldet sldk link,neutral,superliga spørgsmål tager fck afgørende skridt guldet sldk
685,hanbury er et helt nyt meningsmålingsinstitut så det er derfor at deres målinger både til hoc og ep har været lidt vilde,neutral,hanbury meningsmålingsinstitut målinger både hoc ep vilde
686,min nevø er pænt god til at løbe det er ikke en familie ting link,neutral,nevø pænt løbe familie ting
687,blågårdsgade look for sasaa at facebook,neutral,blågårdsgade look sasaa facebook
688,og man taler jo som journalist på borgen til baggrund med mange forskellige parter i sådan et forløb her de seneste dage har jeg da også talt til baggrund om pension med ansatte i dit parti det betyder ikke at jeg er mindre kritisk når jeg interviewer til citat,neutral,taler journalist borgen baggrund forskellige parter forløb seneste dage talt baggrund pension ansatte parti betyder kritisk interviewer citat
689,som alexander og wat påpeger har fodbold stadig et problem med at tage hovedskader og hjernerystelser tilstrækkelig alvorligt link,negative,alexander wat påpeger fodbold problem hovedskader hjernerystelser tilstrækkelig alvorligt
690,hvem i al verden har valgt de byrådsmedlemmer der har magten i assens kommune assens bør sættes under indenrigsministeriets administration deres prioriteter er under al kritik ift serviceloven assens kl dkmedier dkpol link,negative,al verden valgt byrådsmedlemmer magten assens kommune assens sættes indenrigsministeriets administration prioriteter al kritik ift serviceloven assens kl dkmedier dkpol
691,præcis det er ikke til at holde ud så hårdt bør ingen rammes så ked af det link,negative,præcis holde hårdt rammes ked
692,det er lidt let blot at tale om ytringsfrihed hvis man samtidig lukker øjnene for ordene han og ligesindede chikanerer befolkningsgrupper og enkeltpersoner med og det sidste gør han i stor stil så nej nu smed jeg det ud i lyset bare en enkelt gang,negative,let blot tale ytringsfrihed samtidig lukker øjnene ordene ligesindede chikanerer befolkningsgrupper enkeltpersoner sidste stil smed lyset enkelt gang
